file_path,duration_h,n_channels,sfreq,step,elapsed_s,working_set_mb,private_mb,cpu_percent,smoothness_score,visible_window_s,filter_mode,reference_mode,notes
,,,,start,,234.508,1156.500,104.418,,,,,MainWindow initialized
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.101244,125.355,1195.707,1.071,,3.000000,off,monopolar,visible_channels=32; plotted_points=1500; read_window_s=0.0036; downsample_s=0.0000; plot_s=0.0971
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.084220,126.422,1196.312,90.432,,3.000000,off,monopolar,visible_channels=32; plotted_points=1500; read_window_s=0.0028; downsample_s=0.0000; plot_s=0.0811
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.090569,127.227,1197.410,99.786,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0035; downsample_s=0.0046; plot_s=0.0815
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_scroll_jump,0.087977,129.223,1198.023,105.000,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0027; downsample_s=0.0035; plot_s=0.0811
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_open,0.549172,130.266,1198.023,151.368,,10.000000,macro=Off | Off | NOff; micro=Off | Off | NOff,monopolar,
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.087818,129.434,1197.262,104.861,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0027; downsample_s=0.0037; plot_s=0.0806
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.088551,130.090,1197.875,87.570,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0028; downsample_s=0.0035; plot_s=0.0816
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.087873,130.723,1198.488,105.136,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0026; downsample_s=0.0034; plot_s=0.0813
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.090226,130.828,1198.488,102.121,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0026; downsample_s=0.0033; plot_s=0.0837
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.088318,130.840,1198.488,105.165,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0028; downsample_s=0.0034; plot_s=0.0812
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_long_window,0.135501,131.680,1199.207,99.990,,100.000000,off,monopolar,visible_channels=32; plotted_points=2942; read_window_s=0.0144; downsample_s=0.0269; plot_s=0.0883
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_long_window,0.149968,131.152,1198.801,81.904,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0151; downsample_s=0.0295; plot_s=0.0996
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_long_window,0.139271,132.094,1199.590,100.396,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0135; downsample_s=0.0260; plot_s=0.0947
