file_path,duration_h,n_channels,sfreq,step,elapsed_s,working_set_mb,private_mb,cpu_percent,smoothness_score,visible_window_s,filter_mode,reference_mode,notes
,,,,start,,237.020,1158.129,32.100,,,,,MainWindow initialized
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.240504,128.344,1194.379,0.174,,3.000000,off,monopolar,visible_channels=32; plotted_points=1500; read_window_s=0.0128; downsample_s=0.0005; plot_s=0.2233
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.114519,129.477,1194.980,90.704,,3.000000,off,monopolar,visible_channels=32; plotted_points=1500; read_window_s=0.0032; downsample_s=0.0000; plot_s=0.1110
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.140630,130.793,1195.664,91.780,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0044; downsample_s=0.0068; plot_s=0.1279
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_scroll_jump,0.124010,132.234,1197.398,99.472,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0041; downsample_s=0.0058; plot_s=0.1127
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_open,1.258368,132.184,1197.375,72.031,,10.000000,macro=Off | Off | NOff; micro=Off | Off | NOff,monopolar,
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.138713,133.258,1197.988,99.994,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0038; downsample_s=0.0059; plot_s=0.1279
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.175173,133.926,1198.602,70.964,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0045; downsample_s=0.0052; plot_s=0.1644
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.118154,133.957,1198.602,103.622,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0034; downsample_s=0.0044; plot_s=0.1095
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.120719,134.160,1198.602,96.818,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0037; downsample_s=0.0037; plot_s=0.1124
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.115562,134.320,1198.602,102.891,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0036; downsample_s=0.0038; plot_s=0.1073
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.117961,133.109,1197.371,91.224,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0047; downsample_s=0.0040; plot_s=0.1085
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.196845,134.637,1198.809,76.532,,100.000000,off,monopolar,visible_channels=32; plotted_points=2942; read_window_s=0.0226; downsample_s=0.0293; plot_s=0.1379
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.153776,133.711,1197.820,99.156,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0156; downsample_s=0.0246; plot_s=0.1086
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.198131,135.102,1199.398,86.329,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0151; downsample_s=0.0269; plot_s=0.1485
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.175563,135.914,1200.195,96.728,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0173; downsample_s=0.0313; plot_s=0.1207
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.181796,135.945,1200.195,101.753,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0177; downsample_s=0.0299; plot_s=0.1262
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.143648,135.965,1200.195,75.709,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0187; downsample_s=0.0213; plot_s=0.0986
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.140808,135.996,1200.195,83.989,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0211; downsample_s=0.0199; plot_s=0.0937
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.193124,136.012,1200.195,80.434,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0739; downsample_s=0.0236; plot_s=0.0898
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.137185,136.023,1200.195,101.462,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0192; downsample_s=0.0229; plot_s=0.0895
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.133897,134.840,1199.012,92.295,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0189; downsample_s=0.0210; plot_s=0.0889
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.135673,134.777,1198.551,98.354,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0181; downsample_s=0.0214; plot_s=0.0911
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.130424,134.793,1198.551,73.077,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0179; downsample_s=0.0178; plot_s=0.0904
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.143749,134.793,1198.551,96.580,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0249; downsample_s=0.0222; plot_s=0.0909
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.162861,134.918,1198.551,81.221,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0186; downsample_s=0.0204; plot_s=0.1198
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.131680,134.934,1198.551,93.803,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0190; downsample_s=0.0177; plot_s=0.0910
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.144455,135.551,1199.137,67.111,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0207; downsample_s=0.0202; plot_s=0.0986
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.145780,134.773,1198.348,83.922,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0203; downsample_s=0.0210; plot_s=0.0995
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.379479,134.840,1198.336,91.553,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0218; downsample_s=0.0376; plot_s=0.3120
