file_path,duration_h,n_channels,sfreq,step,elapsed_s,working_set_mb,private_mb,cpu_percent,smoothness_score,visible_window_s,filter_mode,reference_mode,notes
,,,,start,,234.824,1156.578,51.397,,,,,MainWindow initialized
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.088322,318.422,1193.930,5.281,,3.000000,off,monopolar,visible_channels=32; plotted_points=1500; read_window_s=0.0027; downsample_s=0.0000; plot_s=0.0852
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.081663,319.074,1194.535,113.614,,3.000000,off,monopolar,visible_channels=32; plotted_points=1500; read_window_s=0.0026; downsample_s=0.0000; plot_s=0.0789
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.092991,318.980,1194.379,87.588,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0039; downsample_s=0.0046; plot_s=0.0837
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_scroll_jump,0.081967,320.781,1196.219,112.383,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0027; downsample_s=0.0037; plot_s=0.0748
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_open,0.560694,320.793,1196.219,0.000,,10.000000,macro=Off | Off | NOff; micro=Off | Off | NOff,monopolar,
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.086087,321.109,1196.219,107.811,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0031; downsample_s=0.0033; plot_s=0.0790
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.085882,321.137,1196.219,90.252,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0030; downsample_s=0.0036; plot_s=0.0785
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.091668,321.148,1196.219,83.761,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0029; downsample_s=0.0033; plot_s=0.0848
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.085905,321.090,1197.223,57.776,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0030; downsample_s=0.0033; plot_s=0.0789
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.088558,321.098,1197.223,87.524,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0030; downsample_s=0.0033; plot_s=0.0816
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_short_window,0.090040,321.102,1197.223,103.229,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0030; downsample_s=0.0033; plot_s=0.0829
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.132318,321.828,1197.941,103.429,,100.000000,off,monopolar,visible_channels=32; plotted_points=2942; read_window_s=0.0150; downsample_s=0.0286; plot_s=0.0830
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.141427,321.875,1197.957,97.343,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0185; downsample_s=0.0283; plot_s=0.0881
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.138689,322.676,1198.746,100.700,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0159; downsample_s=0.0279; plot_s=0.0885
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.143904,322.688,1198.746,96.247,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0160; downsample_s=0.0295; plot_s=0.0917
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.146990,322.688,1198.746,105.178,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0165; downsample_s=0.0311; plot_s=0.0922
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.119579,322.695,1198.746,90.848,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0201; downsample_s=0.0239; plot_s=0.0703
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.112365,321.656,1197.703,88.152,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0199; downsample_s=0.0217; plot_s=0.0659
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.112853,321.656,1197.703,109.913,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0190; downsample_s=0.0206; plot_s=0.0684
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.112560,321.656,1197.703,96.603,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0186; downsample_s=0.0220; plot_s=0.0664
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.111713,321.660,1197.703,83.265,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0187; downsample_s=0.0206; plot_s=0.0673
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.112892,321.672,1197.703,95.010,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0211; downsample_s=0.0204; plot_s=0.0665
D:\data_bids_EI_Benchmarking\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-ictal_run-01_ieeg.edf,0.105000,35,500,after_render_long_window,0.112377,321.672,1197.703,96.577,,100.000000,off,monopolar,visible_channels=26; plotted_points=2942; read_window_s=0.0189; downsample_s=0.0204; plot_s=0.0685
