file_path,duration_h,n_channels,sfreq,step,elapsed_s,working_set_mb,private_mb,cpu_percent,smoothness_score,visible_window_s,filter_mode,reference_mode,notes
,,,,start,,235.730,1157.746,74.491,,,,,MainWindow initialized
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_1h_100ch_raw.fif,1.000000,100,512,after_render_short_window,0.138307,330.547,1207.418,9.871,,3.000000,off,monopolar,visible_channels=32; plotted_points=1536; read_window_s=0.0253; downsample_s=0.0001; plot_s=0.1122
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_1h_100ch_raw.fif,1.000000,100,512,after_render_short_window,0.110168,331.348,1208.211,98.404,,3.000000,off,monopolar,visible_channels=32; plotted_points=1536; read_window_s=0.0183; downsample_s=0.0000; plot_s=0.0915
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_1h_100ch_raw.fif,1.000000,100,512,after_render_short_window,0.148934,319.301,1196.742,102.719,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.0271; downsample_s=0.0060; plot_s=0.1138
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_1h_100ch_raw.fif,1.000000,100,512,after_scroll_jump,0.126140,320.848,1198.727,101.018,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.0293; downsample_s=0.0044; plot_s=0.0890
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_1h_100ch_raw.fif,1.000000,100,512,after_open,0.698162,320.855,1198.727,80.214,,10.000000,macro=Off | Off | NOff; micro=Off | Off | NOff,monopolar,
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_1h_100ch_raw.fif,1.000000,100,512,after_render_short_window,0.119898,321.480,1198.727,102.441,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.0177; downsample_s=0.0061; plot_s=0.0926
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_1h_100ch_raw.fif,1.000000,100,512,after_render_short_window,0.119398,321.766,1198.727,91.085,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.0178; downsample_s=0.0052; plot_s=0.0930
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_1h_100ch_raw.fif,1.000000,100,512,after_render_short_window,0.120742,322.062,1198.727,107.246,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.0187; downsample_s=0.0040; plot_s=0.0938
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_1h_100ch_raw.fif,1.000000,100,512,after_render_short_window,0.124059,322.090,1198.727,99.007,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.0174; downsample_s=0.0048; plot_s=0.0996
