file_path,duration_h,n_channels,sfreq,step,elapsed_s,working_set_mb,private_mb,cpu_percent,smoothness_score,visible_window_s,filter_mode,reference_mode,notes
,,,,start,,233.992,1156.559,31.695,,,,,MainWindow initialized
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.125998,140.551,1193.488,0.621,,3.000000,off,monopolar,visible_channels=32; plotted_points=1500; read_window_s=0.0058; downsample_s=0.0003; plot_s=0.1179
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.082541,141.445,1194.086,93.016,,3.000000,off,monopolar,visible_channels=32; plotted_points=1500; read_window_s=0.0022; downsample_s=0.0000; plot_s=0.0801
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.098118,142.266,1194.000,100.146,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0039; downsample_s=0.0048; plot_s=0.0887
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_scroll_jump,0.087566,144.559,1196.316,105.369,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0027; downsample_s=0.0042; plot_s=0.0800
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_open,0.738987,144.922,1196.316,111.452,,10.000000,macro=Off | Off | NOff; micro=Off | Off | NOff,monopolar,
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.087731,145.043,1196.316,87.744,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0029; downsample_s=0.0031; plot_s=0.0809
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.091215,145.672,1196.930,101.998,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0028; downsample_s=0.0035; plot_s=0.0842
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.086148,145.680,1196.930,106.984,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0026; downsample_s=0.0031; plot_s=0.0798
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.088554,145.758,1197.934,102.543,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0031; downsample_s=0.0032; plot_s=0.0815
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.087784,145.773,1197.934,88.259,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0030; downsample_s=0.0031; plot_s=0.0810
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_short_window,0.088095,145.785,1197.934,105.528,,10.000000,off,monopolar,visible_channels=32; plotted_points=2500; read_window_s=0.0026; downsample_s=0.0038; plot_s=0.0809
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_long_window,0.138412,145.477,1197.605,99.284,,100.000000,off,monopolar,visible_channels=32; plotted_points=2942; read_window_s=0.0147; downsample_s=0.0250; plot_s=0.0923
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_long_window,0.150129,145.633,1197.734,102.147,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0158; downsample_s=0.0300; plot_s=0.0978
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_long_window,0.137741,146.445,1198.523,112.444,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0134; downsample_s=0.0252; plot_s=0.0936
D:\Interictal data sample\sub-hupHUP060\ses-01\ieeg\sub-hupHUP060_ses-01_task-interictal_run-01_ieeg.edf,0.083333,35,500,after_render_long_window,0.131249,146.457,1198.523,93.935,,100.000000,off,monopolar,visible_channels=35; plotted_points=2942; read_window_s=0.0137; downsample_s=0.0255; plot_s=0.0866
