file_path,duration_h,n_channels,sfreq,step,elapsed_s,working_set_mb,private_mb,cpu_percent,smoothness_score,visible_window_s,filter_mode,reference_mode,notes
,,,,start,,233.094,1154.953,69.464,,,,,MainWindow initialized
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_24h_100ch_raw.fif,24.000000,100,512,after_render_short_window,1.423630,589.668,1558.668,16.324,,3.000000,off,monopolar,visible_channels=32; plotted_points=1536; read_window_s=0.9738; downsample_s=0.0001; plot_s=0.4476
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_24h_100ch_raw.fif,24.000000,100,512,after_render_short_window,1.420602,393.277,1559.367,86.604,,3.000000,off,monopolar,visible_channels=32; plotted_points=1536; read_window_s=1.0057; downsample_s=0.0000; plot_s=0.4134
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_24h_100ch_raw.fif,24.000000,100,512,after_render_short_window,1.232310,77.160,1223.953,96.654,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.8148; downsample_s=0.0117; plot_s=0.3610
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_24h_100ch_raw.fif,24.000000,100,512,after_scroll_jump,0.573126,79.395,1224.793,98.505,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.4044; downsample_s=0.0063; plot_s=0.1277
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_24h_100ch_raw.fif,24.000000,100,512,after_open,28.271329,81.523,1223.797,98.503,,10.000000,macro=Off | Off | NOff; micro=Off | Off | NOff,monopolar,
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_24h_100ch_raw.fif,24.000000,100,512,after_render_short_window,0.607530,82.547,1224.426,92.169,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.4294; downsample_s=0.0057; plot_s=0.1364
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_24h_100ch_raw.fif,24.000000,100,512,after_render_short_window,0.645428,82.703,1224.426,96.608,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.4493; downsample_s=0.0069; plot_s=0.1482
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_24h_100ch_raw.fif,24.000000,100,512,after_render_short_window,0.622883,82.754,1224.426,98.466,,10.000000,off,monopolar,visible_channels=32; plotted_points=2560; read_window_s=0.4431; downsample_s=0.0051; plot_s=0.1379
D:\I_EEG_transition_tests\sub-hupHUP082_ses-01_task-ictal_run-02_ieeg_transition_24h_100ch_raw.fif,24.000000,100,512,after_render_long_window,0.737611,83.746,1225.141,98.151,,100.000000,off,monopolar,visible_channels=32; plotted_points=2926; read_window_s=0.5020; downsample_s=0.0337; plot_s=0.1532
